Rank,Puzzles,Solutions
1004,2 5 7 8 8,(2*(5+(7+(8-8))))
1005,4 5 5 6 8,(4-((5+5)*(6-8)))
1006,2 4 4 7 7,(2+(4+(4+(7+7))))
1007,5 5 7 7 7,((7+7)-(5*(5-7)))
1008,1 1 3 3 3,(1*((1+3)*(3+3)))
1009,3 4 6 6 7,(3+(((6+6)*7)/4))
1010,5 5 7 8 8,(5+((5*7)-(8+8)))
1011,1 3 4 4 4,(1+(3+(4+(4*4))))
1012,1 6 6 7 8,((1-(6+7))*(6-8))
1013,1 1 5 6 6,((1+((5*6)-6))-1)
1014,1 3 3 3 8,(1*(3*((3+8)-3)))
1015,4 4 5 5 6,(4+(4+(5+(5+6))))
1016,3 3 4 5 8,((3*((5+8)-4))-3)
1017,1 1 2 7 9,(1*(1+((2*7)+9)))
1018,1 1 5 7 7,(((1+1)*5)+(7+7))
1019,4 7 8 8 9,((4-7)*(8*(8-9)))
1020,3 3 3 9 9,(3+(3+((3*9)-9)))
1021,1 2 5 8 8,(1+(2+(5+(8+8))))
1022,1 2 4 4 5,(1+(2+((4*4)+5)))
1023,2 2 3 3 3,(2*(2*((3*3)-3)))
1024,1 2 4 5 6,(1*(((5*6)-4)-2))
1025,2 5 6 6 8,(2*(5-((6/6)-8)))
1026,1 2 8 8 9,(1-(2-(8+(8+9))))
1027,3 5 8 8 9,((3*5)-(8-(8+9)))
1028,5 6 6 6 6,((5*6)+(6-(6+6)))
1029,3 3 5 6 9,(((5*(6+9))-3)/3)
1030,4 4 6 6 8,(4*(4*((6+6)/8)))
1031,2 3 5 8 8,(2*(3*(5-(8/8))))
1032,3 5 5 5 8,(3*((5*(5-5))+8))
1033,3 4 4 9 9,(3*(4+(4+(9-9))))
1034,1 4 7 7 7,((4+(7+(7+7)))-1)
1035,3 4 5 5 7,(3+(4+(5+(5+7))))
1036,1 3 5 5 7,(1*(3*((5/5)+7)))
1037,6 6 7 7 7,(6*(6-((7+7)/7)))
1038,2 3 4 5 6,(2*((4+(5+6))-3))
1039,1 2 2 3 3,(1*(2*(2*(3+3))))
1040,1 3 5 6 8,(1*(3*((6-5)*8)))
1041,2 2 4 4 9,(((4*(4+9))/2)-2)
1042,1 3 3 6 9,(1*(((6-3)*9)-3))
1043,2 3 8 8 9,(2-(3-(8+(8+9))))
1044,5 7 7 8 9,(((7*(7+9))+8)/5)
1045,3 3 4 8 8,(3*(3+(4+(8/8))))
1046,1 2 2 7 9,((2+((2*7)+9))-1)
1047,1 1 5 5 8,((1+(1+(5/5)))*8)
1048,4 8 8 8 8,(4*(8-((8+8)/8)))
1049,4 7 7 8 8,((4-7)*((7-8)*8))
1050,3 3 3 5 6,((3*((3*5)-6))-3)
1051,4 4 5 5 9,(4+(4+((5*5)-9)))
1052,2 6 7 9 9,((6*(7+(9/9)))/2)
1053,2 5 5 5 7,(2+(5+(5+(5+7))))
1054,2 2 2 2 6,(2*(2+(2+(2+6))))
1055,2 4 5 5 6,(2*((5+(5+6))-4))
1056,1 2 4 4 8,(1/(2/(4*(4+8))))
1057,2 4 7 8 9,(2*(4+(7-(8-9))))
1058,1 4 4 6 8,(1*(4*(4-(6-8))))
1059,2 5 5 6 7,(2*(5-((5-6)*7)))
1060,3 4 5 8 8,(3*(4+(5-(8/8))))
1061,3 4 4 4 5,(3*(4-(4*(4-5))))
1062,4 4 8 9 9,(4*(((9+9)-8)-4))
1063,5 5 9 9 9,(((5*(5*9))-9)/9)
1064,3 8 8 8 8,(3*(8+(8*(8-8))))
1065,3 4 4 5 6,(3*(4-(4*(5-6))))
1066,2 2 4 7 9,(2+(2+(4+(7+9))))
1067,1 3 4 5 6,(1-(3+(4-(5*6))))
1068,1 3 3 9 9,(1*(3+(3+(9+9))))
1069,2 2 7 7 7,(2*(2*(7-(7/7))))
1070,1 1 3 5 5,(1+(1-(3-(5*5))))
1071,1 3 4 6 7,(1+(3*((4/6)+7)))
1072,5 7 8 8 8,(((7*8)+(8*8))/5)
1073,1 2 3 6 6,(1*(2/(3/(6*6))))
1074,3 4 6 8 9,((4+(6+(8+9)))-3)
1075,1 1 5 8 9,(1+(1+(5+(8+9))))
1076,1 2 2 2 5,(1*(2*(2+(2*5))))
1077,1 2 3 7 7,(1-((3-(7*7))/2))
1078,1 2 2 3 6,(1*(2*((2*3)+6)))
1079,4 4 5 7 8,(4*(((7+8)-5)-4))
1080,1 1 2 2 9,(1+(1+(2*(2+9))))
1081,1 1 5 9 9,(1*(1+(5+(9+9))))
1082,4 4 5 8 9,(4-(4*(5*(8-9))))
1083,3 3 3 4 9,(3+(((3+4)*9)/3))
1084,4 4 4 4 8,(4+(4+(4+(4+8))))
1085,2 4 6 7 9,((4+(6+(7+9)))-2)
1086,1 4 4 9 9,(1-(4-((4*9)-9)))
1087,1 2 4 7 8,(1+((2*4)+(7+8)))
1088,1 4 5 5 7,(1*(4*(7-(5/5))))
1089,1 5 5 6 8,(1*(5+(5+(6+8))))
1090,3 3 5 5 6,(3*(3-(5*(5-6))))
1091,2 2 2 2 9,((2*(2+(2+9)))-2)
1092,3 4 5 6 9,(3*(4*(5+(6-9))))
1093,4 5 6 6 8,(4+(5*(6+(6-8))))
1094,2 3 6 6 7,(2+(3+(6+(6+7))))
1095,5 5 8 8 8,((5+(8+(8+8)))-5)
1096,2 3 6 7 8,(2*(3-(6-(7+8))))
1097,2 3 4 7 8,(2+(3+(4+(7+8))))
1098,3 4 4 4 8,(3*(4*(4*(4/8))))
1099,2 4 4 5 6,((4+(4*(5+6)))/2)
1100,1 3 3 5 6,(1*(3*((5+6)-3)))
1101,5 7 7 7 7,((5+7)/(7/(7+7)))
1102,1 2 2 5 5,(1*(2*(2+(5+5))))
1103,1 1 2 4 8,((1+(2*(4+8)))-1)
1104,1 2 2 6 6,(1/(2/((2+6)*6)))
1105,1 3 4 5 9,(1*(3*(4-(5-9))))
1106,3 7 7 7 7,(3/(7/(7+(7*7))))
1107,3 3 3 7 9,(3*(3+(3-(7-9))))
1108,1 2 5 5 6,(1-(2+(5-(5*6))))
1109,3 6 7 7 8,(3/((7-(7/8))-6))
1110,1 2 5 6 7,((2+((5*6)-7))-1)
1111,1 4 4 4 5,((4+((4*4)+5))-1)
1112,2 5 5 7 9,((5+(5+(7+9)))-2)
1113,2 2 2 4 8,(2*((2+(4+8))-2))
1114,2 4 5 7 8,(2*(4/(5/(7+8))))
1115,1 1 7 9 9,(1*((7+(9+9))-1))
1116,1 4 4 5 6,(1*(4*((5-4)*6)))
1117,2 2 2 5 9,(((2*(5+9))-2)-2)
1118,3 7 8 8 9,(3/(7-(8-(9/8))))
1119,1 2 6 6 9,(1+(2+(6+(6+9))))
1120,2 3 5 5 6,((3*(5+(5+6)))/2)
1121,5 5 5 8 9,(5*(5+((8-9)/5)))
1122,1 1 1 2 9,((1+1)*(1+(2+9)))
1123,2 2 5 5 5,(((5*(5+5))-2)/2)
1124,1 4 6 8 9,(1*(4*(6*(9-8))))
1125,4 5 5 6 7,(4+(5*(5+(6-7))))
1126,2 2 7 8 9,((2+(7+(8+9)))-2)
1127,3 3 5 5 9,((3*((5+9)-5))-3)
1128,2 3 5 6 7,(2*(3*(5+(6-7))))
1129,3 4 4 7 9,(3*(((7+9)-4)-4))
1130,1 1 3 7 8,(1*(((7-3)-1)*8))
1131,1 3 3 3 7,(1*(3*((3/3)+7)))
1132,2 2 7 9 9,(2-(2*(7-(9+9))))
1133,1 3 4 8 9,(1*(3+(4+(8+9))))
1134,1 3 3 4 8,(1*(3*((4-3)*8)))
1135,2 5 9 9 9,(2-(5-(9+(9+9))))
1136,1 2 3 9 9,(1+(2+(3+(9+9))))
1137,1 1 6 7 9,(1+(1+(6+(7+9))))
1138,1 2 2 5 8,(1*((2*(5+8))-2))
1139,4 4 4 5 9,(4*(((5+9)-4)-4))
1140,1 1 4 4 4,(1*((4-1)*(4+4)))
1141,3 6 6 6 7,(((6*(6+7))-6)/3)
1142,3 3 3 3 6,((3*(3*(6-3)))-3)
1143,1 4 5 6 9,(1*(4+(5+(6+9))))
1144,2 4 6 6 7,(2/(4/(6+(6*7))))
1145,3 5 8 8 8,(((5*(8+8))-8)/3)
1146,1 2 4 6 6,(1/(2/(4*(6+6))))
1147,1 2 5 5 9,(((5+(5*9))/2)-1)
1148,3 5 8 9 9,(3-(5-(8+(9+9))))
1149,2 5 6 7 7,((5-(6-(7*7)))/2)
1150,3 3 5 7 9,(3*(((7+9)-5)-3))
1151,1 4 5 7 9,((4+(5+(7+9)))-1)
1152,5 5 6 6 6,(((5*6)-(6/6))-5)
1153,1 4 4 4 8,(1*(((4*8)-4)-4))
1154,3 4 5 5 6,(3*(4+(5+(5-6))))
1155,3 3 5 8 9,(3*(3-(5*(8-9))))
1156,2 3 4 5 5,(2*(3*(4+(5-5))))
1157,1 3 5 6 7,(1*(3*((6+7)-5)))
1158,4 5 5 5 9,(4*(5+(5+(5-9))))
1159,2 3 4 6 6,((3*(4+(6+6)))/2)
1160,2 3 5 5 9,(2+(3+(5+(5+9))))
1161,2 4 4 7 9,((4*((7+9)-4))/2)
1162,5 7 9 9 9,((5+7)/(9/(9+9)))
1163,5 5 7 7 9,(5+(5-(7*(7-9))))
1164,1 2 2 7 8,(1*(2+((2*7)+8)))
1165,1 3 3 7 8,(1*((3*3)+(7+8)))
1166,5 7 7 9 9,(5+((7/7)+(9+9)))
1167,3 4 6 6 9,((4*(6*(9-6)))/3)
1168,1 3 4 4 6,(1*(3*(4*(6-4))))
1169,1 2 3 4 5,(1*(2*(3+(4+5))))
1170,1 2 2 8 8,(1/(2/((8-2)*8)))
1171,1 1 5 6 8,(1+(1+((5*6)-8)))
1172,4 4 5 5 8,(4*(4+(5+(5-8))))
1173,1 1 5 7 9,((((5*7)-9)-1)-1)
1174,2 2 9 9 9,(2*(2+(9+(9/9))))
1175,2 4 5 5 5,(((5+(5*5))-4)-2)
1176,1 2 4 4 7,(1*(2*(4*(7-4))))
1177,1 8 8 9 9,(((1+(9/9))*8)+8)
1178,1 4 4 6 7,(6/(1+((4-7)/4)))
1179,1 2 4 5 8,(1*(2*(4*(8-5))))
1180,2 5 5 6 6,(2+(5+(5+(6+6))))
1181,2 3 3 4 5,(2*(3*(3-(4-5))))
1182,2 4 7 9 9,(2+((7+(9*9))/4))
1183,1 4 4 7 8,(1+(4+(4+(7+8))))
1184,2 3 5 7 9,(((7*9)-(3*5))/2)
1185,3 4 4 5 5,(3*(4+(4+(5-5))))
1186,4 5 5 8 9,(4+(5*(5+(8-9))))
1187,3 4 4 6 6,(3*(4+(4+(6-6))))
1188,1 3 4 6 6,(1*(3*((6+6)-4)))
1189,1 4 7 7 9,((1-4)*((7/7)-9))
1190,3 4 5 5 9,(((4-(5/5))*9)-3)
1191,1 3 5 5 9,(1+(3-(5*(5-9))))
1192,6 6 7 7 9,((6*(7+(7-9)))-6)
1193,2 3 4 5 8,(2*(3-(4-(5+8))))
1194,1 3 4 7 7,(1*(3-((4-7)*7)))
1195,8 8 8 9 9,(8+(8+(8+(9-9))))
1196,1 2 2 3 5,(1-(2-((2+3)*5)))
1197,1 1 2 2 8,(1*(((2+2)-1)*8))
1198,4 4 5 8 8,(4+((5*(8+8))/4))
1199,3 6 6 7 9,((6*(6*(9-7)))/3)
1200,4 4 4 4 7,((4*((4+7)-4))-4)
1201,1 1 6 6 6,(1*(((6-1)*6)-6))
1202,1 1 4 6 7,(1+(((1+4)*6)-7))
1203,4 7 7 7 9,(((7+7)*(9-7))-4)
1204,1 1 4 7 8,(1-(1+((4-7)*8)))
1205,2 4 6 7 8,((((6+7)*8)/4)-2)
1206,3 6 6 8 9,(((6+(8*9))-6)/3)
1207,3 3 3 5 8,((3*(3*(8-5)))-3)
1208,1 2 4 7 7,(1+(2-((4-7)*7)))
1209,7 7 7 7 9,(7+(7+((7/7)+9)))
1210,1 4 5 5 6,(1*(4*((5+6)-5)))
1211,2 2 3 5 9,(2-(2*(3-(5+9))))
1212,2 4 6 8 9,((4/(6/(8*9)))/2)
1213,1 2 4 8 8,(1*(2*((8+8)-4)))
1214,5 6 6 9 9,(5+((6/6)+(9+9)))
1215,2 5 5 5 9,((2-5)*((5/5)-9))
1216,2 2 2 2 8,(2+(2+(2*(2+8))))
1217,3 7 9 9 9,(((7+(9/9))*9)/3)
1218,5 5 6 8 9,(((5*6)+(8-9))-5)
1219,2 4 5 5 8,(2+(4+(5+(5+8))))
1220,1 1 7 7 9,(1*(1+(7+(7+9))))
1221,3 4 5 7 9,((4+(5+(7*9)))/3)
1222,2 2 6 6 6,(2*(2*((6+6)-6)))
1223,3 3 8 9 9,((3*(8+(9/9)))-3)
1224,2 3 6 7 7,(2*((7+7)-(6/3)))
1225,1 2 7 8 9,((1+2)*(7-(8-9)))
1226,2 3 6 8 8,((3*((8-6)*8))/2)
1227,2 3 4 7 7,(2*(3*(4+(7-7))))
1228,3 4 4 4 7,(3*((4*(7-4))-4))
1229,1 7 7 9 9,((7-((7-9)*9))-1)
1230,1 5 7 7 8,((1-5)*((8-7)-7))
1231,2 3 4 8 8,(2*(3/(4/(8+8))))
1232,3 4 4 5 8,(3+(4+(4+(5+8))))
1233,2 4 4 6 6,(2*((4+(6+6))-4))
1234,6 7 7 7 8,(6*(7/((7+7)/8)))
1235,1 3 4 5 8,(1/(3/((4+5)*8)))
1236,2 2 7 7 9,(2*((7*(9-7))-2))
1237,1 2 3 3 3,(1*(2*(3+(3*3))))
1238,1 3 4 6 9,((3*(9-(4/6)))-1)
1239,1 2 3 6 8,(1*(((3*6)+8)-2))
1240,1 2 2 2 7,(1*(2*((2*7)-2)))
1241,2 3 7 8 9,(2*(3-((7-8)*9)))
1242,3 6 7 7 7,((6+(7+(7+7)))-3)
1243,3 3 3 8 9,(((3+(8*9))-3)/3)
1244,3 5 9 9 9,(((9-5)*(9+9))/3)
1245,2 4 5 7 7,((4-(5-(7*7)))/2)
1246,1 4 4 5 5,(1*(4*((5+5)-4)))
1247,2 5 5 8 9,(2-(5+((5-8)*9)))
1248,2 2 2 5 8,(2-(2*(2-(5+8))))
1249,2 4 5 8 8,((((5+8)*8)/4)-2)
1250,3 7 8 8 8,(3/(7/((8*8)-8)))
1251,2 3 3 3 3,(2*(3+(3+(3+3))))
1252,1 1 1 3 4,(1*((1+1)*(3*4)))
1253,1 4 5 5 9,(1+(4+(5+(5+9))))
1254,5 5 5 8 8,(5*(5-((8/8)/5)))
1255,3 7 8 9 9,(3/((9/9)-(7/8)))
1256,3 6 8 8 9,((3-6)*(8*(8-9)))
1257,3 3 5 5 8,(3+(3+(5+(5+8))))
1258,2 3 5 6 6,(2*(3*(5-(6/6))))
1259,6 8 8 9 9,(6-(8-(8+(9+9))))
1260,3 5 5 8 9,((5+(5+(8+9)))-3)
1261,1 1 3 7 7,(1*((1-7)*(3-7)))
1262,2 3 6 6 9,(2*(3-(6-(6+9))))
1263,3 4 4 8 8,(3*(((8+8)-4)-4))
1264,1 1 3 8 8,(1*(((1+3)*8)-8))
