Rank,Puzzles,Solutions
1232,2 5 5 16,((5+(5+16))-2)
1233,2 4 6 12,(2+(4+(6+12)))
1234,14 14 17 18,((14*(17-14))-18)
1235,2 4 9 17,(2-(4-(9+17)))
1236,10 15 16 16,(10+(15-(16/16)))
1237,1 2 4 12,(1/(2/(4*12)))
1238,4 7 8 16,((4-7)*(8-16))
1239,5 5 8 17,((8+17)-(5/5))
1240,3 5 6 16,((5+(6+16))-3)
1241,9 10 13 17,((9-17)*(10-13))
1242,7 7 12 13,((7*7)-(12+13))
1243,3 8 11 11,(3*(8+(11-11)))
1244,2 9 9 12,(2*((9+12)-9))
1245,8 8 9 12,((8*12)-(8*9))
1246,8 8 12 17,(8*(8+(12-17)))
1247,14 17 17 19,(17-(14/(17-19)))
1248,5 8 9 14,((5-9)*(8-14))
1249,9 15 16 17,(9-(15*(16-17)))
1250,5 7 10 10,(((7*10)/5)+10)
1251,2 3 8 10,((2*3)+(8+10))
1252,6 17 17 17,(6+(17+(17/17)))
1253,2 3 11 15,(2*(3*(15-11)))
1254,2 12 18 18,((12+(18+18))/2)
1255,4 6 10 14,((4+(10*14))/6)
1256,3 9 12 14,((3+9)*(14-12))
1257,3 9 15 19,((3-9)*(15-19))
1258,1 10 16 18,(1*((16+18)-10))
1259,11 12 12 17,((12*12)/(17-11))
1260,2 3 4 12,((3*(4+12))/2)
1261,2 2 5 8,((2*(5+8))-2)
1262,4 6 6 16,((6+(6+16))-4)
1263,6 9 15 15,((6*9)-(15+15))
1264,2 4 16 16,(((4*16)-16)/2)
1265,2 6 8 11,(2-((6-8)*11))
1266,2 11 15 16,(2*(11-(15-16)))
1267,2 6 11 16,((11+16)-(6/2))
1268,1 9 13 16,((1-9)*(13-16))
1269,3 3 5 12,(3-(3*(5-12)))
1270,7 11 13 17,((11*13)-(7*17))
1271,2 4 12 18,(((12+18)-4)-2)
1272,12 14 18 18,((12-18)*(14-18))
1273,3 5 9 17,(3-(5-(9+17)))
1274,1 1 11 14,(1*((11+14)-1))
1275,2 14 15 17,(2*(14+(15-17)))
1276,3 4 10 13,((4+(10+13))-3)
1277,5 11 14 19,(((11+14)/5)+19)
1278,3 4 13 18,(((13+18)-4)-3)
1279,3 8 17 17,(3*(8+(17-17)))
1280,1 3 12 14,(1-(3-(12+14)))
1281,12 17 18 19,(12*((17+19)/18))
1282,3 4 6 15,(((15-6)-3)*4)
1283,4 10 15 19,(4*(10+(15-19)))
1284,3 8 10 14,((3*10)+(8-14))
1285,10 13 13 13,(10+(13+(13/13)))
1286,2 10 10 11,(2*((10/10)+11))
1287,14 16 17 18,(17-(14/(16-18)))
1288,7 10 10 17,(7-(10-(10+17)))
1289,1 4 4 12,((1-4)*(4-12))
1290,1 8 8 11,(1*(8*(11-8)))
1291,9 14 16 16,(9+(14+(16/16)))
1292,5 10 15 17,((10+17)-(15/5))
1293,10 10 13 18,((10-13)*(10-18))
1294,8 10 11 17,(8+(10-(11-17)))
1295,2 2 8 9,(((2*9)+8)-2)
1296,4 5 12 18,(4/(5/(12+18)))
1297,2 2 11 14,((11+14)-(2/2))
1298,3 3 8 13,(3*(3-(8-13)))
1299,4 8 10 10,((8+(10+10))-4)
1300,4 8 13 15,(4-(8-(13+15)))
1301,3 6 8 10,(3*(6-(8-10)))
1302,1 12 16 18,(1*(12*(18-16)))
1303,7 8 16 16,((7*8)-(16+16))
1304,2 8 11 12,((2-(11-12))*8)
1305,7 8 9 13,((7+(9-13))*8)
1306,1 3 11 17,(((11+17)-3)-1)
1307,4 4 8 9,(((4*9)-8)-4)
1308,4 9 14 18,(((14*18)/9)-4)
1309,4 4 7 13,((4*13)-(4*7))
1310,12 16 18 18,(((18-16)*18)-12)
1311,5 13 13 19,(5-(13-(13+19)))
1312,5 17 17 18,(5+((17/17)+18))
1313,6 7 12 14,((6/(7/14))+12)
1314,2 9 12 15,(2*(9-(12-15)))
1315,6 17 18 18,(6+(17+(18/18)))
1316,3 9 10 10,(3*(9-(10/10)))
1317,2 12 19 19,(((19+19)-12)-2)
1318,6 6 9 12,(6-(6*(9-12)))
1319,8 9 11 16,(8/(9/(11+16)))
1320,2 12 12 16,((12*(16-12))/2)
1321,4 8 16 16,((4/(8/16))+16)
1322,2 3 14 18,(2*(3*(18-14)))
1323,11 14 18 19,(11+(14+(18-19)))
1324,5 7 8 19,(5-((7-8)*19))
1325,2 5 9 18,(2-(5-(9+18)))
1326,12 15 15 18,(12+(15+(15-18)))
1327,4 7 13 14,(4-(7-(13+14)))
1328,2 3 6 19,(2-(3-(6+19)))
1329,3 5 8 9,(((8-5)*9)-3)
1330,1 6 8 19,((19-1)/(6/8))
1331,4 11 16 17,(((17-11)*16)/4)
1332,1 1 2 7,((1+2)*(1+7))
1333,1 5 6 6,(1*((5*6)-6))
1334,1 2 10 16,(1*((10+16)-2))
1335,9 10 10 16,(9-((10/10)-16))
1336,4 10 13 15,(4-(10*(13-15)))
1337,3 8 8 10,(((8*10)-8)/3)
1338,1 1 14 17,((14/(1+1))+17)
1339,2 10 11 12,(2*((11-10)*12))
1340,5 7 7 9,((5+7)*(9-7))
1341,1 1 6 18,((1+(6+18))-1)
1342,14 16 18 19,(((18-16)*19)-14)
1343,3 4 9 18,(3*(4/(9/18)))
1344,1 5 10 17,(((17/5)-1)*10)
1345,12 13 14 14,(12+(13-(14/14)))
1346,3 9 9 13,((3-9)*(9-13))
1347,1 5 6 19,((1+19)/(5/6))
1348,6 8 16 18,(6*(8/(18-16)))
1349,1 4 7 15,((1-4)*(7-15))
1350,2 3 17 19,(2/(3/(17+19)))
1351,9 14 19 19,(9+(14+(19/19)))
1352,3 7 9 19,(3-(7-(9+19)))
1353,2 2 2 7,(2*((2*7)-2))
1354,2 6 6 6,((2*6)+(6+6))
1355,2 11 12 15,(((15-11)*12)/2)
1356,3 3 18 19,(19-((3-18)/3))
1357,4 14 14 19,(4+((14/14)+19))
1358,2 2 14 17,(((2*17)+14)/2)
1359,3 3 11 16,(3*(3-(11-16)))
1360,3 11 13 15,((3-15)*(11-13))
1361,2 2 6 18,((2+(6+18))-2)
1362,1 3 16 16,(16-(16/(1-3)))
1363,5 5 5 5,((5*5)-(5/5))
1364,2 6 10 17,((10+17)-(6/2))
1365,3 3 4 13,((3*(13-4))-3)
1366,4 10 16 16,(((16-10)*16)/4)
1367,1 3 9 13,((3+(9+13))-1)
1368,7 17 17 17,(7-(17-(17+17)))
1369,2 5 6 15,((5+(6+15))-2)
1370,4 9 12 14,((4+14)/(9/12))
1371,9 9 10 15,(9-((9-10)*15))
1372,3 7 8 9,(3*(7-(8-9)))
1373,3 4 12 19,(((12+19)-4)-3)
1374,5 5 9 16,(((5*9)-16)-5)
1375,4 4 17 19,(4*(4-(17-19)))
1376,1 11 16 19,(1*((16+19)-11))
1377,2 9 10 11,(2*((10+11)-9))
1378,4 4 10 16,(((10-4)*16)/4)
1379,5 5 5 18,(5+((5/5)+18))
1380,1 4 10 16,(1*(4*(16-10)))
1381,4 5 7 8,(4+(5+(7+8)))
1382,3 10 12 17,((3+17)/(10/12))
1383,6 7 8 14,(6*(7*(8/14)))
1384,6 7 11 19,(((7*19)+11)/6)
1385,6 6 12 15,(6-(6*(12-15)))
1386,6 10 15 18,((10*(18-15))-6)
1387,1 10 10 14,((1+(14/10))*10)
1388,3 6 14 14,((3+(14/14))*6)
1389,3 6 17 19,(3*(6-(17-19)))
1390,9 16 19 19,(9+(16-(19/19)))
1391,1 3 15 19,(1*((15/3)+19))
1392,6 9 12 16,((6/(9/12))+16)
1393,2 4 13 17,(((13+17)-4)-2)
1394,2 4 6 14,(2*(4-(6-14)))
1395,2 4 9 19,(4-(2*(9-19)))
1396,1 2 4 14,(1*((2*14)-4))
1397,3 5 6 18,(3*(5+(18/6)))
1398,1 5 9 9,(1+(5+(9+9)))
1399,5 8 13 14,(5-(8-(13+14)))
1400,8 8 9 14,(8*(8+(9-14)))
1401,9 15 16 19,((15*16)/(19-9))
1402,2 3 15 15,((15+15)-(2*3))
1403,5 7 10 12,((7+(10+12))-5)
1404,4 6 17 19,(4/(6/(17+19)))
1405,3 9 19 19,(3*(9-(19/19)))
1406,2 3 8 12,(2*(3*(12-8)))
1407,6 17 17 19,(6-((17/17)-19))
1408,2 3 11 17,(((3+11)/2)+17)
1409,12 13 17 17,(12+(13-(17/17)))
1410,4 6 10 16,(4-(6-(10+16)))
1411,3 9 12 16,((3-9)*(12-16))
1412,2 3 4 14,(((3*4)+14)-2)
1413,2 2 5 10,(((5*10)-2)/2)
1414,4 6 6 18,(4*((18-6)-6))
1415,6 9 15 17,(6-(9*(15-17)))
1416,2 4 16 18,(2+((16/4)+18))
1417,2 6 8 13,(((8-6)*13)-2)
1418,1 9 10 13,((1-9)*(10-13))
1419,2 6 11 18,(((6*11)-18)/2)
1420,1 2 14 18,(((14/2)+18)-1)
1421,1 9 13 18,((13-1)/(9/18))
1422,3 3 5 14,((3*(14-5))-3)
1423,7 11 13 19,(7+(11-(13-19)))
1424,3 12 12 17,(((17-12)-3)*12)
1425,6 9 11 19,((6-9)*(11-19))
1426,5 11 18 19,(((11+19)/5)+18)
1427,1 12 17 17,(((17*17)-1)/12)
1428,8 15 17 18,(8+(15-(17-18)))
1429,2 14 15 19,((14+(15+19))/2)
1430,3 4 10 15,(3-(4-(10+15)))
1431,4 10 19 19,(((19+19)-10)-4)
1432,3 8 14 14,(3*(8+(14-14)))
1433,1 1 1 8,((1+(1+1))*8)
1434,3 8 17 19,((3*17)-(8+19))
1435,10 14 16 17,(10-(14*(16-17)))
1436,3 4 6 17,((4+(6+17))-3)
1437,1 5 7 16,(((1+7)*5)-16)
1438,3 8 10 16,(3/((10-8)/16))
1439,9 9 13 18,(9+((18/9)+13))
1440,1 4 8 12,(1*(4+(8+12)))
1441,3 7 11 12,(3*(7-(11-12)))
1442,1 4 11 17,(1*((11+17)-4))
1443,1 8 15 16,(1-(8-(15+16)))
1444,2 10 10 13,(2*(13-(10/10)))
1445,7 9 11 15,(7-(9-(11+15)))
1446,5 6 10 11,((5+(10-11))*6)
1447,1 7 9 9,((7+(9+9))-1)
1448,5 10 15 19,(((10+15)/5)+19)
1449,6 7 9 15,(((9-7)*15)-6)
1450,5 6 9 15,((6-5)*(9+15))
1451,8 10 11 19,(8/(10/(11+19)))
1452,5 9 9 12,((5*9)-(9+12))
1453,3 3 8 15,(3-(3*(8-15)))
1454,4 8 10 12,(4*(8+(10-12)))
1455,3 11 19 19,(((19+19)-11)-3)
1456,2 5 10 17,(2-(5-(10+17)))
1457,4 8 13 17,(8-(4*(13-17)))
1458,3 6 8 12,(((12-6)-3)*8)
1459,1 3 6 12,(1/(3/(6*12)))
1460,3 11 12 16,((12*16)/(11-3))
1461,6 11 18 18,((6*(18-11))-18)
1462,2 8 8 9,((2-(8-9))*8)
1463,2 8 11 14,((2*(8+11))-14)
1464,5 5 7 11,(5*(7-(11/5)))
1465,4 9 18 18,(4+((18/9)+18))
1466,5 14 17 19,(14-(5*(17-19)))
1467,7 8 9 15,((8-7)*(9+15))
1468,3 7 17 18,(3*(7-(17-18)))
1469,4 4 7 15,((4*4)-(7-15))
1470,6 14 18 19,(((18*19)-6)/14)
1471,5 7 8 8,(((7+8)*8)/5)
1472,6 7 12 16,(6/(7/(12+16)))
1473,11 13 17 18,(11-(13*(17-18)))
1474,1 7 15 15,(1-(7-(15+15)))
1475,2 9 12 17,(12/(9-(17/2)))
1476,2 3 6 8,(((3*6)+8)-2)
1477,1 6 8 8,((1-(6-8))*8)
1478,1 6 11 13,((1+(11*13))/6)
1479,3 9 10 12,((3+9)*(12-10))
1480,6 6 6 9,(6-(6*(6-9)))
1481,5 9 15 18,((9+18)-(15/5))
1482,1 10 14 16,((1+14)/(10/16))
1483,6 6 9 14,((6*(14-9))-6)
1484,2 5 14 14,((2*(5+14))-14)
1485,8 9 11 18,(8+(9-(11-18)))
1486,2 12 12 18,((12+18)-(12/2))
1487,4 8 16 18,(4*(8+(16-18)))
1488,11 14 15 16,(11+(14+(15-16)))
1489,6 9 9 15,((9+(9*15))/6)
1490,1 2 6 7,(((7-2)-1)*6)
1491,4 7 10 11,((7+(10+11))-4)
1492,4 8 8 19,(4+((8/8)+19))
1493,3 5 5 6,((3*(5+5))-6)
1494,2 4 10 16,(2-(4-(10+16)))
1495,12 14 16 16,(16-(16/(12-14)))
1496,4 7 13 16,(((13-7)*16)/4)
1497,2 8 14 15,((2-(14-15))*8)
1498,3 5 8 11,(3*(5-(8-11)))
1499,5 11 12 17,((5+17)/(11/12))
1500,3 8 15 15,(3*(8+(15-15)))
1501,2 7 8 8,(((7*8)-8)/2)
1502,1 1 2 9,((1+2)*(9-1))
1503,1 5 6 8,((1-(5-8))*6)
1504,4 10 10 12,(4-(10*(10-12)))
1505,1 2 10 18,(1+((10/2)+18))
1506,16 16 17 19,(16-(16/(17-19)))
1507,3 4 4 13,(3+(4+(4+13)))
1508,4 10 13 17,(4-(10-(13+17)))
1509,7 7 9 14,((7/7)+(9+14))
1510,3 8 8 12,((3-(8/8))*12)
1511,1 1 14 19,(((1+1)*19)-14)
1512,9 13 18 18,(((13*18)-18)/9)
1513,5 7 14 14,((5/(7/14))+14)
1514,2 10 11 14,((2-10)*(11-14))
1515,5 7 7 11,((5-(11/7))*7)
1516,1 5 10 19,(1*((10+19)-5))
1517,3 9 16 18,(3*(9*(16/18)))
1518,10 10 12 12,((10+(12+12))-10)
1519,2 3 5 11,((3*(5+11))/2)
1520,2 2 6 7,((2*(6+7))-2)
1521,2 2 9 12,((2*(2*9))-12)
1522,2 2 2 9,(2+(2*(2+9)))
1523,2 6 6 8,(2*(6*(8-6)))
1524,2 11 12 17,(12-(2*(11-17)))
1525,3 3 11 18,(3-(3*(11-18)))
1526,1 3 16 18,(3/((18/16)-1))
1527,2 6 10 19,(6-(2*(10-19)))
1528,4 10 16 18,(4-(10*(16-18)))
1529,11 11 12 12,((11+(12+12))-11)
1530,13 14 16 19,(13+(14+(16-19)))
1531,1 3 9 15,((1+3)*(15-9))
1532,4 9 12 16,(((9*16)/4)-12)
1533,1 4 6 7,((1-(4-7))*6)
1534,10 13 17 17,(10+(13+(17/17)))
1535,2 10 14 15,((14+15)-(10/2))
1536,3 7 8 11,(3-(7*(8-11)))
1537,3 16 18 19,(3-(16-(18+19)))
1538,2 9 10 13,(2*(9-(10-13)))
1539,4 4 10 18,((4*4)-(10-18))
1540,10 16 17 18,(((18-16)*17)-10)
1541,1 4 10 18,(1*((10+18)-4))
1542,4 5 7 10,(4-((5-7)*10))
1543,6 6 7 10,(6-(6*(7-10)))
1544,12 12 14 15,(12-(12*(14-15)))
1545,4 8 14 14,(4-(8-(14+14)))
1546,2 5 5 7,((2*7)+(5+5))
1547,11 14 16 17,(11+(14+(16-17)))
1548,10 12 12 12,((12*12)-(10*12))
1549,4 17 17 19,(4+((17/17)+19))
1550,5 5 8 8,((5*5)-(8/8))
1551,3 5 6 7,(3*((6+7)-5))
1552,8 14 14 16,(8-(14-(14+16)))
1553,6 9 12 18,((6*9)-(12+18))
1554,2 4 13 19,((13+19)-(2*4))
1555,1 2 8 14,(1*(2+(8+14)))
1556,4 9 11 19,(((9+11)/4)+19)
1557,7 16 17 18,(7+(16-(17-18)))
1558,2 9 13 14,((2*14)+(9-13))
1559,1 2 4 16,(1*(2*(16-4)))
1560,8 8 16 19,((8*19)-(8*16))
1561,5 8 13 16,(((8*13)+16)/5)
1562,8 8 9 16,(8-((8-9)*16))
1563,4 6 6 7,(4*(6*(7-6)))
1564,6 8 14 16,(6*(8/(16-14)))
1565,2 3 15 17,(2+((15/3)+17))
1566,1 8 9 12,(1*(8*(12-9)))
1567,9 14 17 17,(9+(14+(17/17)))
1568,5 7 9 18,((5+7)/(9/18))
1569,2 3 8 14,(14-(2*(3-8)))
1570,2 3 11 19,((11+19)-(2*3))
1571,4 6 10 18,(((18-10)-4)*6)
1572,2 6 15 18,((2+6)*(18-15))
1573,2 2 5 12,(2+((2*5)+12))
1574,6 9 15 19,(19-(15/(6-9)))
1575,3 4 6 6,(3*((6+6)-4))
1576,2 6 8 15,((15-(2*6))*8)
1577,3 3 5 16,(3*((16-5)-3))
1578,1 12 17 19,(1*((17+19)-12))
1579,5 11 11 18,(5+((11/11)+18))
1580,11 11 14 19,((11-14)*(11-19))
1581,6 15 15 17,((15*(17-15))-6)
1582,3 4 6 19,(3-(4-(6+19)))
1583,1 5 7 18,(((1+5)*7)-18)
1584,1 4 8 14,(1*(4*(14-8)))
1585,4 5 5 6,(4*((5+6)-5))
1586,1 4 11 19,(((4*11)-19)-1)
1587,1 8 15 18,(((15+18)-8)-1)
1588,6 7 13 15,(6/(7/(13+15)))
1589,1 4 4 16,(1*(4+(4+16)))
1590,2 2 15 16,(((2+16)/2)+15)
1591,1 7 9 11,((1+11)*(9-7))
1592,8 13 16 16,(((13*16)-16)/8)
1593,7 14 14 17,(7-(14-(14+17)))
1594,4 8 17 17,((4-(17/17))*8)
1595,3 6 12 12,(((12-6)*12)/3)
1596,3 3 8 17,((3*(17-8))-3)
1597,4 5 5 19,(4*((5*5)-19))
1598,9 16 17 17,(9+(16-(17/17)))
1599,3 6 8 14,((3*6)-(8-14))
1600,3 6 7 18,(3+((7*18)/6))
1601,5 5 11 11,((5*5)-(11/11))
1602,1 3 6 14,(1+(3+(6+14)))
1603,4 9 9 15,(((9*9)+15)/4)
1604,2 8 8 11,(2*((8/8)+11))
1605,1 11 17 18,(1*((17+18)-11))
1606,8 14 17 19,(8+(14-(17-19)))
1607,2 8 11 16,(2+((11*16)/8))
1608,5 5 6 17,((5/5)+(6+17))
1609,7 8 9 17,(7-((8-9)*17))
1610,7 7 10 13,((7/7)+(10+13))
1611,5 8 11 12,((5+(8-11))*12)
1612,4 4 7 17,((4+(7+17))-4)
1613,6 14 15 16,(((16-14)*15)-6)
1614,2 9 16 17,((2*16)+(9-17))
1615,5 7 8 10,((5+7)*(10-8))
1616,6 7 12 18,(((12-6)*7)-18)
1617,1 7 15 17,(((15+17)-7)-1)
1618,2 9 12 19,(2-(9-(12+19)))
1619,6 6 16 19,(6-(6*(16-19)))
1620,2 3 6 10,((3*(6+10))/2)
1621,1 6 8 10,(1*(6+(8+10)))
1622,1 6 11 15,(1*(6*(15-11)))
1623,3 9 10 14,((3-9)*(10-14))
1624,6 6 6 11,((6*(11-6))-6)
1625,1 7 7 18,(((7-1)*7)-18)
1626,6 6 9 16,((9+16)-(6/6))
1627,3 6 18 18,(3+((18/6)+18))
1628,3 13 17 18,(((17-13)*18)/3)
1629,6 10 13 15,(6-(10-(13+15)))
1630,6 10 12 19,((6*(10/12))+19)
1631,4 16 18 19,(4/((19-16)/18))
1632,7 11 11 17,(7-(11-(11+17)))
1633,3 5 15 16,((3*15)-(5+16))
1634,4 18 19 19,(4-(18-(19+19)))
1635,7 15 15 16,(7+((15/15)+16))
1636,6 9 9 17,(((9*17)-9)/6)
1637,1 2 6 9,(1*((2*9)+6))
1638,3 5 5 8,(3*((5+8)-5))
1639,2 4 10 18,(2*(4-(10-18)))
1640,12 14 16 18,(12+(14+(16-18)))
1641,1 2 5 13,(1+((2*5)+13))
1642,3 5 8 13,(((5*8)-13)-3)
1643,2 16 16 16,((16+(16+16))/2)
1644,1 1 6 9,(((1+1)*9)+6)
1645,3 4 9 9,((4*(9+9))/3)
1646,5 11 12 19,(5-((11-12)*19))
1647,5 15 16 18,(5-(15-(16+18)))
1648,10 14 14 15,(10-(14*(14-15)))
1649,1 1 2 11,(1+(1+(2*11)))
1650,2 7 11 15,(((7+11)/2)+15)
1651,1 5 6 10,((1+5)*(10-6))
1652,4 10 10 14,(4*(10+(10-14)))
1653,8 8 13 18,(8*(8+(13-18)))
1654,2 7 10 19,(2-(7-(10+19)))
1655,3 4 4 15,(((4*15)/3)+4)
1656,7 7 9 16,((7*7)-(9+16))
1657,3 8 8 14,(((14-8)-3)*8)
1658,5 7 11 11,((7+(11+11))-5)
1659,3 7 9 10,(3*(7-(9-10)))
1660,5 7 14 16,((5+7)*(16-14))
1661,6 13 15 15,(((15-13)*15)-6)
1662,6 8 11 15,(6-(8-(11+15)))
1663,2 10 11 16,(((10+16)/2)+11)
1664,1 6 14 16,(1*((14+16)-6))
1665,4 6 15 16,(4*(6*(16-15)))
1666,11 12 14 14,(11+(12+(14/14)))
1667,5 6 8 9,(((6+9)*8)/5)
1668,4 5 8 9,(4*(5-(8-9)))
1669,2 3 5 13,(((5-3)*13)-2)
1670,2 2 6 9,(2*((6/2)+9))
1671,3 9 9 17,((9*(17-9))/3)
1672,3 3 4 4,(3*((3*4)-4))
1673,2 2 9 14,((2/2)+(9+14))
1674,1 9 14 17,((1-9)*(14-17))
1675,2 2 18 19,((2*(2+19))-18)
1676,3 12 17 17,((3-(17/17))*12)
1677,2 5 6 6,(6-((2-5)*6))
1678,2 2 2 11,((2*(2+11))-2)
1679,2 6 6 10,(2+(6+(6+10)))
1680,2 11 12 19,((11+19)-(12/2))
1681,3 4 15 15,((15/3)+(4+15))
1682,3 11 13 19,(3-(11-(13+19)))
1683,3 15 17 18,(18-(3*(15-17)))
1684,5 5 5 9,(5+(5+(5+9)))
1685,5 14 15 17,(14-(5*(15-17)))
1686,11 11 12 14,(11+(11-(12-14)))
1687,1 3 9 17,(1-(3-(9+17)))
1688,4 4 6 9,(4*(4/(6/9)))
1689,3 7 15 16,(3*(7-(15-16)))
1690,4 9 12 18,(4*(9*(12/18)))
1691,10 13 14 14,(10+(13+(14/14)))
1692,1 4 6 9,(((9-4)-1)*6)
1693,10 13 17 19,(((13*17)+19)/10)
1694,7 10 11 18,(7+(10-(11-18)))
1695,2 10 14 17,((2-10)*(14-17))
1696,3 7 8 13,(((13-7)-3)*8)
1697,5 6 14 15,(((14-6)*15)/5)
1698,1 7 13 13,(((13*13)-1)/7)
1699,8 10 13 14,((10+(13*14))/8)
1700,2 9 10 15,((2+(10/15))*9)
1701,4 5 14 15,(4*(5-(14-15)))
1702,2 13 14 14,(2*(13-(14/14)))
1703,4 5 7 12,(4/((7-5)/12))
1704,6 6 7 12,((6*(12-7))-6)
1705,4 5 6 16,((4+5)/(6/16))
1706,2 5 12 12,(((5*12)-12)/2)
1707,12 12 14 17,((12*(17-14))-12)
1708,8 13 13 15,(8+((13/13)+15))
1709,4 8 14 16,(4*(8+(14-16)))
1710,3 6 9 11,(3*(6-(9-11)))
1711,2 5 5 9,((2*5)+(5+9))
1712,2 4 9 10,(((4*9)-10)-2)
1713,7 15 16 17,(7-((15-16)*17))
1714,1 2 4 5,(((2+5)-1)*4)
1715,4 7 8 9,(4*(7+(8-9)))
1716,10 12 12 14,(10-(12-(12+14)))
1717,2 8 12 13,((2-(12-13))*8)
1718,5 5 8 10,(((5+10)*8)/5)
1719,3 5 6 9,(3*(5-(6-9)))
1720,4 11 14 17,(4-(11-(14+17)))
1721,7 8 10 14,((8-7)*(10+14))
1722,8 14 14 18,((8-14)*(14-18))
1723,1 2 8 16,((1+2)*(16-8))
1724,2 16 19 19,(2-(16-(19+19)))
1725,7 7 7 12,(((7+7)*12)/7)
1726,5 17 18 19,(5-((17-18)*19))
1727,2 9 13 16,(2*(9-(13-16)))
1728,4 12 16 16,(4-(12-(16+16)))
1729,2 3 4 5,(2*(3+(4+5)))
1730,4 6 6 9,(6-((4-6)*9))
1731,5 7 17 19,(((17+19)-7)-5)
1732,4 15 16 17,(((15+17)/4)+16)
1733,6 8 14 18,(6/(8/(14+18)))
1734,3 3 5 5,((5*5)-(3/3))
1735,2 3 15 19,(2*(3*(19-15)))
1736,2 3 8 16,((3-2)*(8+16))
1737,4 7 14 15,(4*(7+(14-15)))
1738,3 5 9 10,(9-(3*(5-10)))
1739,10 11 11 13,(10+((11/11)+13))
1740,1 1 4 4,((1+(1+4))*4)
1741,2 7 12 12,(((2*7)-12)*12)
1742,9 10 12 13,(9-(10-(12+13)))
1743,3 4 6 8,(3*(4*(8-6)))
1744,2 6 8 17,(((6+8)/2)+17)
1745,4 10 14 16,(4-(10-(14+16)))
1746,3 3 5 18,((3/3)+(5+18))
1747,1 1 15 18,((18/(1+1))+15)
1748,11 16 16 19,(11+(16+(16-19)))
1749,3 17 19 19,(3-(17-(19+19)))
1750,1 4 4 5,(1*(4+(4*5)))
1751,1 1 8 15,(1*(1+(8+15)))
1752,3 4 10 19,(3+((4*10)-19))
1753,1 1 1 12,(1*((1+1)*12))
1754,1 4 15 19,(19-(15/(1-4)))
1755,6 15 15 19,(6-((15/15)-19))
1756,3 7 18 19,(3*(7-(18-19)))
1757,1 4 8 16,((1-4)*(8-16))
1758,1 8 12 15,(1*(8*(15-12)))
1759,4 5 5 8,((4-(5/5))*8)
1760,5 6 17 18,(((17+18)-6)-5)
1761,1 7 16 16,(((16+16)-7)-1)
1762,12 12 12 13,(12-(12*(12-13)))
1763,1 4 4 18,((4*18)/(4-1))
1764,2 2 15 18,(((2*15)+18)/2)
1765,6 7 9 19,(6/(7/(9+19)))
1766,2 2 8 15,((2/2)+(8+15))
1767,2 5 15 15,(2*(15-(15/5)))
1768,7 14 14 19,(((14*19)/7)-14)
1769,4 8 17 19,(((17+19)-8)-4)
1770,3 6 12 14,(3*(6-(12-14)))
1771,3 3 8 19,(3*((19-8)-3))
1772,9 16 17 19,((9-17)*(16-19))
1773,1 3 13 19,((1+3)*(19-13))
1774,2 8 15 16,((15*16)/(2+8))
1775,5 5 11 13,((5+(11+13))-5)
1776,1 3 6 16,((3+(6+16))-1)
1777,7 8 13 17,((7+(13-17))*8)
1778,5 5 6 19,(5-((5-6)*19))
1779,7 8 9 19,(((19-9)-7)*8)
1780,7 7 10 15,((7*7)-(10+15))
1781,4 5 11 14,(4-(5-(11+14)))
1782,6 14 15 18,(6-((14-15)*18))
1783,2 9 16 19,(((16+19)-9)-2)
1784,1 6 15 15,(1*((15+15)-6))
1785,1 7 15 19,((1-7)*(15-19))
1786,6 6 13 16,(6-(6*(13-16)))
1787,2 3 6 12,((2*3)+(6+12))
1788,1 6 8 12,(1*(6*(12-8)))
1789,6 6 9 18,(6*(6-(18/9)))
1790,8 12 16 17,((8*(17-12))-16)
1791,4 7 17 18,(((17+18)-7)-4)
1792,3 5 12 13,(((3*5)-13)*12)
1793,3 5 15 18,(3*(5-(15-18)))
1794,10 11 14 16,((10+11)/(14/16))
1795,6 9 9 19,(6-((9/9)-19))
1796,5 11 16 19,((5*(19-11))-16)
1797,1 2 5 15,(((2*5)+15)-1)
1798,2 8 14 19,(((19-14)-2)*8)
1799,3 5 7 19,(3-(5-(7+19)))
1800,3 4 9 11,(3*(4*(11-9)))
1801,1 5 10 10,((5+(10+10))-1)
1802,1 5 13 15,(1-(5-(13+15)))
1803,4 10 17 19,(4-(10*(17-19)))
1804,3 8 15 19,(((8+19)/3)+15)
1805,1 1 2 13,(((2*13)-1)-1)
1806,1 5 6 12,(1+(5+(6+12)))
1807,4 10 10 16,((4-(16/10))*10)
1808,3 4 4 17,((4+(4*17))/3)
1809,1 4 7 8,(1*((7-4)*8))
1810,3 8 8 16,(((8-3)*8)-16)
1811,2 10 15 16,((2*15)+(10-16))
1812,5 7 11 13,((5+7)*(13-11))
1813,3 7 9 12,(3-(7*(9-12)))
1814,1 8 10 11,((1+11)*(10-8))
1815,1 8 13 16,(1*(8*(16-13)))
1816,4 6 12 13,(4*(6*(13-12)))
1817,2 3 12 18,(2+((12/3)+18))
1818,2 10 11 18,((11+18)-(10/2))
1819,1 6 14 18,(1*(6*(18-14)))
1820,4 6 15 18,(15-(18/(4-6)))
1821,5 7 7 15,((7+(7+15))-5)
1822,12 13 18 18,(12+(13-(18/18)))
1823,7 13 13 14,((13+13)-(14/7))
1824,10 10 12 16,(10+(10-(12-16)))
1825,2 3 5 15,(15-((2-5)*3))
